,Edition,Sport,Discipline,Athlete,Gender,Event,Medal,Country
13355,1956,Rowing,Rowing,"WILSON, Robert Andrew",Men,eight with coxswain (8+),Silver,Canada
13356,1956,Rowing,Rowing,"ARNOLD, Donald John",Men,four without coxswain (4-),Gold,Canada
13357,1956,Rowing,Rowing,"D'HONDT, Ignace Walter",Men,four without coxswain (4-),Gold,Canada
13358,1956,Rowing,Rowing,"LOOMER, Lorne Kenneth",Men,four without coxswain (4-),Gold,Canada
13359,1956,Rowing,Rowing,"MCKINNON, Archibald",Men,four without coxswain (4-),Gold,Canada
13360,1956,Shooting,Shooting,"BOA, Gilmore Stuart",Men,50m rifle prone (60 shots),Bronze,Canada
13361,1956,Shooting,Shooting,"OUELLETTE, Gerald Raymond",Men,50m rifle prone (60 shots),Gold,Canada
13362,1960,Rowing,Rowing,"ARNOLD, Donald John",Men,eight with coxswain (8+),Silver,Canada
13363,1960,Rowing,Rowing,"BILN, Sohen",Men,eight with coxswain (8+),Silver,Canada
13364,1960,Rowing,Rowing,"D'HONDT, Ignace Walter",Men,eight with coxswain (8+),Silver,Canada
13365,1960,Rowing,Rowing,"KUHN, Nelson",Men,eight with coxswain (8+),Silver,Canada
13366,1960,Rowing,Rowing,"LECKY, John",Men,eight with coxswain (8+),Silver,Canada
13367,1960,Rowing,Rowing,"LOOMER, Lorne Kenneth",Men,eight with coxswain (8+),Silver,Canada
13368,1960,Rowing,Rowing,"MCKERLICH, William Arthur M.",Men,eight with coxswain (8+),Silver,Canada
13369,1960,Rowing,Rowing,"MCKINNON, Archibald",Men,eight with coxswain (8+),Silver,Canada
13370,1960,Rowing,Rowing,"MERWYN, Glenn",Men,eight with coxswain (8+),Silver,Canada
13371,1964,Athletics,Athletics,"JEROME, Henry Winston ""Harry""",Men,100m,Bronze,Canada
13372,1964,Athletics,Athletics,"CROTHERS, William Frederick",Men,800m,Silver,Canada
13373,1964,Judo,Judo,"ROGERS, Alfred Harold Douglas",Men,+ 80kg (heavyweight),Silver,Canada
13374,1964,Rowing,Rowing,"HUNGERFORD, George William",Men,coxless pair (2-),Gold,Canada
13375,1964,Rowing,Rowing,"JACKSON, Roger Charles",Men,coxless pair (2-),Gold,Canada
13376,1968,Aquatics,Swimming,"TANNER, Elaine",Women,100m backstroke,Silver,Canada
13377,1968,Aquatics,Swimming,"TANNER, Elaine",Women,200m backstroke,Silver,Canada
13378,1968,Aquatics,Swimming,"HUTTON, Ralph",Men,400m freestyle,Silver,Canada
13379,1968,Aquatics,Swimming,"CORSON-WHITNEY, Marilyn",Women,4x100m freestyle relay,Bronze,Canada
13380,1968,Aquatics,Swimming,"COUGHLAN, Angela",Women,4x100m freestyle relay,Bronze,Canada
13381,1968,Aquatics,Swimming,"LAY, Marion Beverly",Women,4x100m freestyle relay,Bronze,Canada
13382,1968,Aquatics,Swimming,"TANNER, Elaine",Women,4x100m freestyle relay,Bronze,Canada
13383,1968,Equestrian,Jumping,"DAY, James E.",Men,team,Gold,Canada
13384,1968,Equestrian,Jumping,"ELDER, Henry James",Men,team,Gold,Canada
13385,1968,Equestrian,Jumping,"GAYFORD, Thomas Franklin",Men,team,Gold,Canada
13386,1972,Aquatics,Swimming,"ROBERTSON, Bruce Richard",Men,100m butterfly,Silver,Canada
13387,1972,Aquatics,Swimming,"GURR, Donna Marie",Women,200m backstroke,Bronze,Canada
13388,1972,Aquatics,Swimming,"CLIFF, Leslie",Women,400m individual medley,Silver,Canada
13389,1972,Aquatics,Swimming,"FISH, Erik",Men,4x100m medley relay,Bronze,Canada
13390,1972,Aquatics,Swimming,"KASTING, Robert",Men,4x100m medley relay,Bronze,Canada
13391,1972,Aquatics,Swimming,"MAHONY, William",Men,4x100m medley relay,Bronze,Canada
13392,1972,Aquatics,Swimming,"ROBERTSON, Bruce Richard",Men,4x100m medley relay,Bronze,Canada
13393,1972,Sailing,Sailing,"COTE, Paul",Men,fleet/match race keelboat open (Soling),Bronze,Canada
13394,1972,Sailing,Sailing,"EKELS, John",Men,fleet/match race keelboat open (Soling),Bronze,Canada
13395,1972,Sailing,Sailing,"MILLER, David Sidney",Men,fleet/match race keelboat open (Soling),Bronze,Canada
13396,1976,Aquatics,Swimming,"GARAPICK, Nancy Ellen",Women,100m backstroke,Bronze,Canada
13397,1976,Aquatics,Swimming,"GARAPICK, Nancy Ellen",Women,200m backstroke,Bronze,Canada
13398,1976,Aquatics,Swimming,"SMITH, Shannon",Women,400m freestyle,Bronze,Canada
13399,1976,Aquatics,Swimming,"SMITH, Rebecca",Women,400m individual medley,Bronze,Canada
13400,1976,Aquatics,Swimming,"GIBSON, Cheryl",Women,400m individual medley,Silver,Canada
13401,1976,Aquatics,Swimming,"AMUNDRUD, Gail",Women,4x100m freestyle relay,Bronze,Canada
13402,1976,Aquatics,Swimming,"CLARK, Barbara Lynny",Women,4x100m freestyle relay,Bronze,Canada
13403,1976,Aquatics,Swimming,"JARDIN, Anne Elizabeth",Women,4x100m freestyle relay,Bronze,Canada
13404,1976,Aquatics,Swimming,"SMITH, Rebecca",Women,4x100m freestyle relay,Bronze,Canada
13405,1976,Aquatics,Swimming,"EVANS, Clayton",Men,4x100m medley relay,Silver,Canada
13406,1976,Aquatics,Swimming,"MAC DONALD, Gary",Men,4x100m medley relay,Silver,Canada
13407,1976,Aquatics,Swimming,"PICKELL, Stephen",Men,4x100m medley relay,Silver,Canada
13408,1976,Aquatics,Swimming,"SMITH, Graham",Men,4x100m medley relay,Silver,Canada
13409,1976,Aquatics,Swimming,"COOK-HOGG, Wendy",Women,4x100m medley relay,Bronze,Canada
13410,1976,Aquatics,Swimming,"CORSIGLIA, Robin Marie",Women,4x100m medley relay,Bronze,Canada
13411,1976,Aquatics,Swimming,"JARDIN, Anne Elizabeth",Women,4x100m medley relay,Bronze,Canada
13412,1976,Aquatics,Swimming,"SMITH-SLOAN, Susan Estelle",Women,4x100m medley relay,Bronze,Canada
13413,1976,Athletics,Athletics,"JOY, Gregory",Men,high jump,Silver,Canada
13414,1976,Canoe / Kayak,Canoe / Kayak F,"WOOD, John",Men,C-1 500m (canoe single),Silver,Canada
13415,1976,Equestrian,Jumping,"VAILLANCOURT, Michel",Men,individual,Silver,Canada
13416,1984,Aquatics,Diving,"BERNIER, Sylvie",Women,3m springboard,Gold,Canada
13417,1984,Aquatics,Swimming,"WEST, Michael",Men,100m backstroke,Bronze,Canada
13418,1984,Aquatics,Swimming,"DAVIS, Victor",Men,100m breaststroke,Silver,Canada
13419,1984,Aquatics,Swimming,"OTTENBRITE, Anne",Women,100m breaststroke,Silver,Canada
13420,1984,Aquatics,Swimming,"HENNING, Cameron",Men,200m backstroke,Bronze,Canada
13421,1984,Aquatics,Swimming,"DAVIS, Victor",Men,200m breaststroke,Gold,Canada
13422,1984,Aquatics,Swimming,"OTTENBRITE, Anne",Women,200m breaststroke,Gold,Canada
13423,1984,Aquatics,Swimming,"BAUMANN, Alexander",Men,200m individual medley,Gold,Canada
13424,1984,Aquatics,Swimming,"BAUMANN, Alexander",Men,400m individual medley,Gold,Canada
13425,1984,Aquatics,Swimming,"DAVIS, Victor",Men,4x100m medley relay,Silver,Canada
13426,1984,Aquatics,Swimming,"GOSS, Donald Alexander",Men,4x100m medley relay,Silver,Canada
13427,1984,Aquatics,Swimming,"PONTING, Thomas",Men,4x100m medley relay,Silver,Canada
13428,1984,Aquatics,Swimming,"WEST, Michael",Men,4x100m medley relay,Silver,Canada
13429,1984,Aquatics,Swimming,"ABDO, Reema",Women,4x100m medley relay,Bronze,Canada
13430,1984,Aquatics,Swimming,"MAC PHERSON, Michelle",Women,4x100m medley relay,Bronze,Canada
13431,1984,Aquatics,Swimming,"OTTENBRITE, Anne",Women,4x100m medley relay,Bronze,Canada
13432,1984,Aquatics,Swimming,"RAI, Pamela",Women,4x100m medley relay,Bronze,Canada
13433,1984,Aquatics,Synchronized S.,"HAMBROOK, Sharon",Women,duet,Silver,Canada
13434,1984,Aquatics,Synchronized S.,"KRYCZKA, Kelly",Women,duet,Silver,Canada
13435,1984,Aquatics,Synchronized S.,"WALDO, Carolyn",Women,solo,Silver,Canada
13436,1984,Athletics,Athletics,"JOHNSON, Ben",Men,100m,Bronze,Canada
13437,1984,Athletics,Athletics,"WILLIAMS, Lynn",Women,3000m,Bronze,Canada
13438,1984,Athletics,Athletics,"HINDS, Sterling",Men,4x100m relay,Bronze,Canada
13439,1984,Athletics,Athletics,"JOHNSON, Ben",Men,4x100m relay,Bronze,Canada
13440,1984,Athletics,Athletics,"SHARPE, Anthony",Men,4x100m relay,Bronze,Canada
13441,1984,Athletics,Athletics,"WILLIAMS, Desai",Men,4x100m relay,Bronze,Canada
13442,1984,Athletics,Athletics,"BAILEY, Angela",Women,4x100m relay,Silver,Canada
13443,1984,Athletics,Athletics,"GAREAU, France",Women,4x100m relay,Silver,Canada
13444,1984,Athletics,Athletics,"PAYNE-WIGGINS, Marita",Women,4x100m relay,Silver,Canada
13445,1984,Athletics,Athletics,"TAYLOR-ISSAJENKO, Angella",Women,4x100m relay,Silver,Canada
13446,1984,Athletics,Athletics,"CROOKS, Charmaine",Women,4x400m relay,Silver,Canada
13447,1984,Athletics,Athletics,"KILLINGBECK, Molly",Women,4x400m relay,Silver,Canada
13448,1984,Athletics,Athletics,"PAYNE-WIGGINS, Marita",Women,4x400m relay,Silver,Canada
13449,1984,Athletics,Athletics,"RICHARDSON-BRISCOE, Jillian",Women,4x400m relay,Silver,Canada
13450,1984,Boxing,Boxing,"WALTERS, Dale",Men,51 - 54kg (bantamweight),Bronze,Canada
13451,1984,Boxing,Boxing,"O'SULLIVAN, Shawn",Men,67 - 71kg (light-middleweight),Silver,Canada
13452,1984,Boxing,Boxing,"DEWIT, Willie",Men,81 - 91kg (heavyweight),Silver,Canada
13453,1984,Canoe / Kayak,Canoe / Kayak F,"CAIN, Lawrence",Men,C-1 1000m (canoe single),Silver,Canada
13454,1984,Canoe / Kayak,Canoe / Kayak F,"CAIN, Lawrence",Men,C-1 500m (canoe single),Gold,Canada
13455,1984,Canoe / Kayak,Canoe / Kayak F,"FISHER, Hugh",Men,K-2 1000m (kayak double),Gold,Canada
13456,1984,Canoe / Kayak,Canoe / Kayak F,"MORRIS, Alwyn",Men,K-2 1000m (kayak double),Gold,Canada
13457,1984,Canoe / Kayak,Canoe / Kayak F,"FISHER, Hugh",Men,K-2 500m (kayak double),Bronze,Canada
13458,1984,Canoe / Kayak,Canoe / Kayak F,"MORRIS, Alwyn",Men,K-2 500m (kayak double),Bronze,Canada
13459,1984,Canoe / Kayak,Canoe / Kayak F,"BARRE, Alexandra",Women,K-2 500m (kayak double),Silver,Canada
13460,1984,Canoe / Kayak,Canoe / Kayak F,"HOLLOWAY, Susan",Women,K-2 500m (kayak double),Silver,Canada
13461,1984,Canoe / Kayak,Canoe / Kayak F,"BARRE, Alexandra",Women,K-4 500m (kayak four),Bronze,Canada
13462,1984,Canoe / Kayak,Canoe / Kayak F,"GUAY, Lucie",Women,K-4 500m (kayak four),Bronze,Canada
13463,1984,Canoe / Kayak,Canoe / Kayak F,"HOLLOWAY, Susan",Women,K-4 500m (kayak four),Bronze,Canada
13464,1984,Canoe / Kayak,Canoe / Kayak F,"OLMSTEAD, Barbara",Women,K-4 500m (kayak four),Bronze,Canada
13465,1984,Cycling,Cycling Road,"BAUER, Stephen",Men,individual road race,Silver,Canada
13466,1984,Cycling,Cycling Track,"HARNETT, Curtis",Men,1km time trial,Silver,Canada
13467,1984,Gymnastics,Rhythmic G.,"FUNG, Lori",Women,individual all-round,Gold,Canada
13468,1984,Judo,Judo,"BERGER, Marc",Men,+ 95kg (heavyweight),Bronze,Canada
13469,1984,Rowing,Rowing,"LAUMANN, Daniele",Women,double sculls (2x),Bronze,Canada
13470,1984,Rowing,Rowing,"LAUMANN, Silken Suzette",Women,double sculls (2x),Bronze,Canada
13471,1984,Rowing,Rowing,"CRAWFORD, Dean",Men,eight with coxswain (8+),Gold,Canada
13472,1984,Rowing,Rowing,"EVANS, Mark",Men,eight with coxswain (8+),Gold,Canada
13473,1984,Rowing,Rowing,"EVANS, Michael",Men,eight with coxswain (8+),Gold,Canada
13474,1984,Rowing,Rowing,"HORN, Blair J.H.",Men,eight with coxswain (8+),Gold,Canada
13475,1984,Rowing,Rowing,"MAIN, Gerald Grant",Men,eight with coxswain (8+),Gold,Canada
13476,1984,Rowing,Rowing,"MCMAHON, Robert Brian",Men,eight with coxswain (8+),Gold,Canada
13477,1984,Rowing,Rowing,"NEUFELD, Kevin",Men,eight with coxswain (8+),Gold,Canada
13478,1984,Rowing,Rowing,"STEELE, Paul",Men,eight with coxswain (8+),Gold,Canada
13479,1984,Rowing,Rowing,"TURNER, Patrick",Men,eight with coxswain (8+),Gold,Canada
13480,1984,Rowing,Rowing,"ARMBRUST, Barbara",Women,four-oared shell with coxswain (4-),Silver,Canada
13481,1984,Rowing,Rowing,"BRAIN, Marilyn",Women,four-oared shell with coxswain (4-),Silver,Canada
13482,1984,Rowing,Rowing,"SCHNEIDER, Angela",Women,four-oared shell with coxswain (4-),Silver,Canada
13483,1984,Rowing,Rowing,"THOMPSON, Lesley Allison",Women,four-oared shell with coxswain (4-),Silver,Canada
13484,1984,Rowing,Rowing,"TREGUNNO, Jane",Women,four-oared shell with coxswain (4-),Silver,Canada
13485,1984,Rowing,Rowing,"CRAIG, Elizabeth",Women,pair without coxswain (2-),Silver,Canada
13486,1984,Rowing,Rowing,"SMITH, Patricia",Women,pair without coxswain (2-),Silver,Canada
13487,1984,Rowing,Rowing,"FORD, Bruce",Men,quadruple sculls without coxswain (4x),Bronze,Canada
13488,1984,Rowing,Rowing,"HAMILTON, Douglas",Men,quadruple sculls without coxswain (4x),Bronze,Canada
13489,1984,Rowing,Rowing,"HUGHES, Michael",Men,quadruple sculls without coxswain (4x),Bronze,Canada
13490,1984,Rowing,Rowing,"MONCKTON, Philip",Men,quadruple sculls without coxswain (4x),Bronze,Canada
13491,1984,Rowing,Rowing,"MILLS, Robert",Men,single sculls (1x),Bronze,Canada
13492,1984,Sailing,Sailing,"CALDER, Stephen",Men,fleet/match race keelboat open (Soling),Bronze,Canada
13493,1984,Sailing,Sailing,"FOGH, Hans Marius",Men,fleet/match race keelboat open (Soling),Bronze,Canada
13494,1984,Sailing,Sailing,"KERR, John",Men,fleet/match race keelboat open (Soling),Bronze,Canada
13495,1984,Sailing,Sailing,"BASTET, Evert",Men,flying dutchman,Silver,Canada
13496,1984,Sailing,Sailing,"MCLAUGHLIN, Terence",Men,flying dutchman,Silver,Canada
13497,1984,Sailing,Sailing,"NEILSON, Terence",Men,single-handed dinghy (Finn),Bronze,Canada
13498,1984,Shooting,Shooting,"THOM, Linda",Women,25m pistol (30+30 shots),Gold,Canada
13499,1984,Weightlifting,Weightlifting,"DEMERS, Jacques",Men,"67.5 - 75kg, total (middleweight)",Silver,Canada
13500,1984,Wrestling,Wrestling Free.,"MOLLE, Robert",Men,+ 100kg (super heavyweight),Silver,Canada
13501,1984,Wrestling,Wrestling Free.,"RINKE, Christopher",Men,74 - 82kg (middleweight),Bronze,Canada
13502,1988,Aquatics,Swimming,"DAVIS, Victor",Men,4x100m medley relay,Silver,Canada
13503,1988,Aquatics,Swimming,"GOSS, Donald Alexander",Men,4x100m medley relay,Silver,Canada
13504,1988,Aquatics,Swimming,"PONTING, Thomas",Men,4x100m medley relay,Silver,Canada
13505,1988,Aquatics,Swimming,"TEWKSBURY, Mark",Men,4x100m medley relay,Silver,Canada
13506,1988,Aquatics,Swimming,"HIGSON, Allison Ann",Women,4x100m medley relay,Bronze,Canada
13507,1988,Aquatics,Swimming,"KERR, Jane",Women,4x100m medley relay,Bronze,Canada
13508,1988,Aquatics,Swimming,"MELIEN, Lori",Women,4x100m medley relay,Bronze,Canada
13509,1988,Aquatics,Swimming,"NUGENT, Andrea",Women,4x100m medley relay,Bronze,Canada
13510,1988,Aquatics,Synchronized S.,"CAMERON, Michelle",Women,duet,Gold,Canada
13511,1988,Aquatics,Synchronized S.,"WALDO, Carolyn",Women,duet,Gold,Canada
13512,1988,Aquatics,Synchronized S.,"WALDO, Carolyn",Women,solo,Gold,Canada
13513,1988,Athletics,Athletics,"STEEN, David",Men,decathlon,Bronze,Canada
13514,1988,Boxing,Boxing,"LEWIS, Lennox",Men,+ 91kg (super heavyweight),Gold,Canada
13515,1988,Boxing,Boxing,"DOWNEY, Raymond Tyler",Men,67 - 71kg (light-middleweight),Bronze,Canada
13516,1988,Boxing,Boxing,"MARCUS, Egerton",Men,71-75kg,Silver,Canada
13517,1988,Equestrian,Dressage,"NICOLL, Ashley",Men,team,Bronze,Canada
13518,1988,Equestrian,Dressage,"NEALE-ISHOY, Cynthia Margaret",Women,team,Bronze,Canada
13519,1988,Equestrian,Dressage,"PRACHT, Eva Maria",Women,team,Bronze,Canada
